"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2023 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2023 inflation-adjusted dollars)",
"1400000US37053110102","Census Tract 1101.02; Currituck County; North Carolina","82589","20764",
"1400000US37053110201","Census Tract 1102.01; Currituck County; North Carolina","116111","18313",
"1400000US37053110202","Census Tract 1102.02; Currituck County; North Carolina","114432","12504",
"1400000US37053110301","Census Tract 1103.01; Currituck County; North Carolina","111844","14198",
"1400000US37053110302","Census Tract 1103.02; Currituck County; North Carolina","80096","18898",
"1400000US37053110401","Census Tract 1104.01; Currituck County; North Carolina","72935","7756",
"1400000US37053110403","Census Tract 1104.03; Currituck County; North Carolina","84800","26451",
"1400000US37053110404","Census Tract 1104.04; Currituck County; North Carolina","56650","14589",
"1400000US37053990100","Census Tract 9901; Currituck County; North Carolina","-","**",
"1400000US37055970101","Census Tract 9701.01; Dare County; North Carolina","126875","22713",
"1400000US37055970102","Census Tract 9701.02; Dare County; North Carolina","88955","6765",
"1400000US37055970200","Census Tract 9702; Dare County; North Carolina","86714","29279",
"1400000US37055970301","Census Tract 9703.01; Dare County; North Carolina","86176","19830",
"1400000US37055970302","Census Tract 9703.02; Dare County; North Carolina","69888","39253",
"1400000US37055970400","Census Tract 9704; Dare County; North Carolina","87619","16842",
"1400000US37055970501","Census Tract 9705.01; Dare County; North Carolina","36792","18353",
"1400000US37055970502","Census Tract 9705.02; Dare County; North Carolina","52351","11714",
"1400000US37055970601","Census Tract 9706.01; Dare County; North Carolina","78121","8397",
"1400000US37055970602","Census Tract 9706.02; Dare County; North Carolina","74861","20999",
"1400000US37055990100","Census Tract 9901; Dare County; North Carolina","-","**",
"1400000US37055990200","Census Tract 9902; Dare County; North Carolina","-","**",
"1400000US37057060101","Census Tract 601.01; Davidson County; North Carolina","66000","9886",
"1400000US37057060103","Census Tract 601.03; Davidson County; North Carolina","90625","62716",
"1400000US37057060104","Census Tract 601.04; Davidson County; North Carolina","80794","23041",
"1400000US37057060201","Census Tract 602.01; Davidson County; North Carolina","80000","11598",
"1400000US37057060202","Census Tract 602.02; Davidson County; North Carolina","64129","7129",
"1400000US37057060203","Census Tract 602.03; Davidson County; North Carolina","84320","16460",
"1400000US37057060301","Census Tract 603.01; Davidson County; North Carolina","86358","15697",
"1400000US37057060302","Census Tract 603.02; Davidson County; North Carolina","83378","20896",
"1400000US37057060303","Census Tract 603.03; Davidson County; North Carolina","61464","37174",
"1400000US37057060304","Census Tract 603.04; Davidson County; North Carolina","69831","14321",
"1400000US37057060400","Census Tract 604; Davidson County; North Carolina","65500","6659",
"1400000US37057060500","Census Tract 605; Davidson County; North Carolina","60888","10133",
"1400000US37057060601","Census Tract 606.01; Davidson County; North Carolina","81713","4702",
"1400000US37057060602","Census Tract 606.02; Davidson County; North Carolina","85223","15828",
"1400000US37057060700","Census Tract 607; Davidson County; North Carolina","67977","16091",
"1400000US37057060800","Census Tract 608; Davidson County; North Carolina","43513","6831",
"1400000US37057060900","Census Tract 609; Davidson County; North Carolina","51250","19421",
"1400000US37057061000","Census Tract 610; Davidson County; North Carolina","56250","9974",
"1400000US37057061101","Census Tract 611.01; Davidson County; North Carolina","60560","10962",
"1400000US37057061102","Census Tract 611.02; Davidson County; North Carolina","62028","13356",
"1400000US37057061202","Census Tract 612.02; Davidson County; North Carolina","65967","8451",
"1400000US37057061203","Census Tract 612.03; Davidson County; North Carolina","40427","8569",
"1400000US37057061204","Census Tract 612.04; Davidson County; North Carolina","43370","7131",
"1400000US37057061300","Census Tract 613; Davidson County; North Carolina","46106","3219",
"1400000US37057061400","Census Tract 614; Davidson County; North Carolina","32000","14134",
"1400000US37057061501","Census Tract 615.01; Davidson County; North Carolina","41841","6303",
"1400000US37057061502","Census Tract 615.02; Davidson County; North Carolina","61250","29396",
"1400000US37057061600","Census Tract 616; Davidson County; North Carolina","43872","14595",
"1400000US37057061701","Census Tract 617.01; Davidson County; North Carolina","72045","21580",
"1400000US37057061703","Census Tract 617.03; Davidson County; North Carolina","65818","11624",
"1400000US37057061704","Census Tract 617.04; Davidson County; North Carolina","81328","20632",
"1400000US37057061705","Census Tract 617.05; Davidson County; North Carolina","70519","6475",
"1400000US37057061803","Census Tract 618.03; Davidson County; North Carolina","56488","3297",
"1400000US37057061805","Census Tract 618.05; Davidson County; North Carolina","47688","19524",
"1400000US37057061806","Census Tract 618.06; Davidson County; North Carolina","66694","15983",
"1400000US37057061807","Census Tract 618.07; Davidson County; North Carolina","91125","48761",
"1400000US37057061808","Census Tract 618.08; Davidson County; North Carolina","53284","11937",
"1400000US37057061902","Census Tract 619.02; Davidson County; North Carolina","64273","14088",
"1400000US37057061903","Census Tract 619.03; Davidson County; North Carolina","32500","12675",
"1400000US37057061904","Census Tract 619.04; Davidson County; North Carolina","64276","12279",
"1400000US37057062001","Census Tract 620.01; Davidson County; North Carolina","70833","21351",
"1400000US37057062002","Census Tract 620.02; Davidson County; North Carolina","46917","5799",
"1400000US37059080101","Census Tract 801.01; Davie County; North Carolina","70083","17121",
"1400000US37059080102","Census Tract 801.02; Davie County; North Carolina","80250","11460",
"1400000US37059080200","Census Tract 802; Davie County; North Carolina","70000","13281",
"1400000US37059080301","Census Tract 803.01; Davie County; North Carolina","105125","22528",
"1400000US37059080302","Census Tract 803.02; Davie County; North Carolina","78659","28595",
"1400000US37059080400","Census Tract 804; Davie County; North Carolina","83750","20606",
"1400000US37059080500","Census Tract 805; Davie County; North Carolina","70188","12764",
"1400000US37059080600","Census Tract 806; Davie County; North Carolina","57460","25494",
"1400000US37059080701","Census Tract 807.01; Davie County; North Carolina","68393","32121",
"1400000US37059080702","Census Tract 807.02; Davie County; North Carolina","49708","11157",
"1400000US37061090101","Census Tract 901.01; Duplin County; North Carolina","51667","10304",
"1400000US37061090102","Census Tract 901.02; Duplin County; North Carolina","43523","25597",
"1400000US37061090103","Census Tract 901.03; Duplin County; North Carolina","36042","28382",
"1400000US37061090201","Census Tract 902.01; Duplin County; North Carolina","79155","10301",
"1400000US37061090202","Census Tract 902.02; Duplin County; North Carolina","53056","18138",
"1400000US37061090301","Census Tract 903.01; Duplin County; North Carolina","43789","8144",
"1400000US37061090302","Census Tract 903.02; Duplin County; North Carolina","62627","24176",
"1400000US37061090401","Census Tract 904.01; Duplin County; North Carolina","50915","18056",
"1400000US37061090402","Census Tract 904.02; Duplin County; North Carolina","66973","11342",
"1400000US37061090503","Census Tract 905.03; Duplin County; North Carolina","51994","16820",
"1400000US37061090504","Census Tract 905.04; Duplin County; North Carolina","74286","33072",
"1400000US37061090505","Census Tract 905.05; Duplin County; North Carolina","42372","12036",
"1400000US37061090506","Census Tract 905.06; Duplin County; North Carolina","57750","12430",
"1400000US37061090600","Census Tract 906; Duplin County; North Carolina","56667","10995",
"1400000US37061090703","Census Tract 907.03; Duplin County; North Carolina","117344","35389",
"1400000US37061090704","Census Tract 907.04; Duplin County; North Carolina","40000","9907",
"1400000US37061090705","Census Tract 907.05; Duplin County; North Carolina","43846","16597",
"1400000US37061090706","Census Tract 907.06; Duplin County; North Carolina","65323","20830",
"1400000US37061090801","Census Tract 908.01; Duplin County; North Carolina","39551","6217",
"1400000US37061090803","Census Tract 908.03; Duplin County; North Carolina","77991","28830",
"1400000US37061090804","Census Tract 908.04; Duplin County; North Carolina","34122","3768",
"1400000US37063000101","Census Tract 1.01; Durham County; North Carolina","87446","13993",
"1400000US37063000102","Census Tract 1.02; Durham County; North Carolina","63633","15621",
"1400000US37063000200","Census Tract 2; Durham County; North Carolina","69643","27803",
"1400000US37063000301","Census Tract 3.01; Durham County; North Carolina","58680","3610",
"1400000US37063000302","Census Tract 3.02; Durham County; North Carolina","86775","17947",
"1400000US37063000401","Census Tract 4.01; Durham County; North Carolina","114661","14450",
"1400000US37063000402","Census Tract 4.02; Durham County; North Carolina","45763","6620",
"1400000US37063000500","Census Tract 5; Durham County; North Carolina","42000","12296",
"1400000US37063000600","Census Tract 6; Durham County; North Carolina","75208","31872",
"1400000US37063000700","Census Tract 7; Durham County; North Carolina","80000","15747",
"1400000US37063000900","Census Tract 9; Durham County; North Carolina","69500","17968",
"1400000US37063001001","Census Tract 10.01; Durham County; North Carolina","32425","11956",
"1400000US37063001002","Census Tract 10.02; Durham County; North Carolina","48303","9083",
"1400000US37063001100","Census Tract 11; Durham County; North Carolina","33869","10285",
"1400000US37063001301","Census Tract 13.01; Durham County; North Carolina","56250","25134",
"1400000US37063001303","Census Tract 13.03; Durham County; North Carolina","65238","19599",
"1400000US37063001304","Census Tract 13.04; Durham County; North Carolina","41204","6240",
"1400000US37063001400","Census Tract 14; Durham County; North Carolina","49028","5445",
"1400000US37063001501","Census Tract 15.01; Durham County; North Carolina","-","**",
"1400000US37063001503","Census Tract 15.03; Durham County; North Carolina","-","**",
"1400000US37063001504","Census Tract 15.04; Durham County; North Carolina","23198","13639",
"1400000US37063001505","Census Tract 15.05; Durham County; North Carolina","41027","21554",
"1400000US37063001601","Census Tract 16.01; Durham County; North Carolina","83750","11334",
"1400000US37063001603","Census Tract 16.03; Durham County; North Carolina","85021","28876",
"1400000US37063001604","Census Tract 16.04; Durham County; North Carolina","94808","17755",
"1400000US37063001705","Census Tract 17.05; Durham County; North Carolina","64263","11099",
"1400000US37063001706","Census Tract 17.06; Durham County; North Carolina","79459","22064",
"1400000US37063001708","Census Tract 17.08; Durham County; North Carolina","67453","16611",
"1400000US37063001709","Census Tract 17.09; Durham County; North Carolina","47324","7214",
"1400000US37063001710","Census Tract 17.10; Durham County; North Carolina","73155","14885",
"1400000US37063001711","Census Tract 17.11; Durham County; North Carolina","53714","8455",
"1400000US37063001712","Census Tract 17.12; Durham County; North Carolina","107485","32384",
"1400000US37063001713","Census Tract 17.13; Durham County; North Carolina","120436","36438",
"1400000US37063001801","Census Tract 18.01; Durham County; North Carolina","63616","13474",
"1400000US37063001802","Census Tract 18.02; Durham County; North Carolina","56961","15139",
"1400000US37063001806","Census Tract 18.06; Durham County; North Carolina","86739","21301",
"1400000US37063001808","Census Tract 18.08; Durham County; North Carolina","127425","13200",
"1400000US37063001809","Census Tract 18.09; Durham County; North Carolina","90873","19364",
"1400000US37063001810","Census Tract 18.10; Durham County; North Carolina","64619","8722",
"1400000US37063001811","Census Tract 18.11; Durham County; North Carolina","86199","11767",
"1400000US37063001900","Census Tract 19; Durham County; North Carolina","110920","8832",
"1400000US37063002007","Census Tract 20.07; Durham County; North Carolina","92035","13175",
"1400000US37063002008","Census Tract 20.08; Durham County; North Carolina","225417","98518",
"1400000US37063002009","Census Tract 20.09; Durham County; North Carolina","41328","13329",
"1400000US37063002013","Census Tract 20.13; Durham County; North Carolina","117153","21302",
"1400000US37063002015","Census Tract 20.15; Durham County; North Carolina","64763","13028",
"1400000US37063002019","Census Tract 20.19; Durham County; North Carolina","78191","18388",
"1400000US37063002020","Census Tract 20.20; Durham County; North Carolina","187440","15799",
"1400000US37063002021","Census Tract 20.21; Durham County; North Carolina","102725","8203",
"1400000US37063002022","Census Tract 20.22; Durham County; North Carolina","83080","19016",
"1400000US37063002023","Census Tract 20.23; Durham County; North Carolina","102218","17347",
"1400000US37063002024","Census Tract 20.24; Durham County; North Carolina","114917","11044",
"1400000US37063002025","Census Tract 20.25; Durham County; North Carolina","86902","18378",
"1400000US37063002026","Census Tract 20.26; Durham County; North Carolina","57437","14691",
"1400000US37063002029","Census Tract 20.29; Durham County; North Carolina","80483","11568",
"1400000US37063002030","Census Tract 20.30; Durham County; North Carolina","188272","27184",
"1400000US37063002031","Census Tract 20.31; Durham County; North Carolina","88640","18600",
"1400000US37063002032","Census Tract 20.32; Durham County; North Carolina","51678","15189",
"1400000US37063002033","Census Tract 20.33; Durham County; North Carolina","121629","31941",
"1400000US37063002034","Census Tract 20.34; Durham County; North Carolina","81230","12196",
"1400000US37063002035","Census Tract 20.35; Durham County; North Carolina","89239","14141",
"1400000US37063002036","Census Tract 20.36; Durham County; North Carolina","60336","14346",
"1400000US37063002037","Census Tract 20.37; Durham County; North Carolina","81647","12869",
"1400000US37063002038","Census Tract 20.38; Durham County; North Carolina","92583","12094",
"1400000US37063002100","Census Tract 21; Durham County; North Carolina","103814","21357",
"1400000US37063002200","Census Tract 22; Durham County; North Carolina","91563","29138",
"1400000US37063002300","Census Tract 23; Durham County; North Carolina","71343","18385",
"1400000US37063980100","Census Tract 9801; Durham County; North Carolina","-","**",
"1400000US37065020200","Census Tract 202; Edgecombe County; North Carolina","40021","13791",
"1400000US37065020300","Census Tract 203; Edgecombe County; North Carolina","39140","7117",
"1400000US37065020400","Census Tract 204; Edgecombe County; North Carolina","41780","12977",
"1400000US37065020600","Census Tract 206; Edgecombe County; North Carolina","35720","9758",
"1400000US37065020700","Census Tract 207; Edgecombe County; North Carolina","53214","15033",
"1400000US37065020800","Census Tract 208; Edgecombe County; North Carolina","55172","19477",
"1400000US37065020900","Census Tract 209; Edgecombe County; North Carolina","41146","13447",
"1400000US37065021000","Census Tract 210; Edgecombe County; North Carolina","41771","22267",
"1400000US37065021100","Census Tract 211; Edgecombe County; North Carolina","45641","7328",
"1400000US37065021200","Census Tract 212; Edgecombe County; North Carolina","52252","8083",
"1400000US37065021300","Census Tract 213; Edgecombe County; North Carolina","61739","15045",
"1400000US37065021400","Census Tract 214; Edgecombe County; North Carolina","70784","8146",
"1400000US37065021500","Census Tract 215; Edgecombe County; North Carolina","53932","9785",
"1400000US37065021600","Census Tract 216; Edgecombe County; North Carolina","66094","11564",
"1400000US37067000100","Census Tract 1; Forsyth County; North Carolina","73309","10354",
"1400000US37067000200","Census Tract 2; Forsyth County; North Carolina","22188","21483",
"1400000US37067000301","Census Tract 3.01; Forsyth County; North Carolina","18521","4250",
"1400000US37067000302","Census Tract 3.02; Forsyth County; North Carolina","31667","10677",
"1400000US37067000400","Census Tract 4; Forsyth County; North Carolina","35022","16859",
"1400000US37067000500","Census Tract 5; Forsyth County; North Carolina","22218","7646",
"1400000US37067000600","Census Tract 6; Forsyth County; North Carolina","34935","4403",
"1400000US37067000700","Census Tract 7; Forsyth County; North Carolina","27400","8777",
"1400000US37067000801","Census Tract 8.01; Forsyth County; North Carolina","-","**",
"1400000US37067000802","Census Tract 8.02; Forsyth County; North Carolina","27340","10535",
"1400000US37067000900","Census Tract 9; Forsyth County; North Carolina","35126","6480",
"1400000US37067001000","Census Tract 10; Forsyth County; North Carolina","75468","5051",
"1400000US37067001100","Census Tract 11; Forsyth County; North Carolina","61058","19959",
"1400000US37067001200","Census Tract 12; Forsyth County; North Carolina","99659","16316",
"1400000US37067001300","Census Tract 13; Forsyth County; North Carolina","54427","9248",
"1400000US37067001400","Census Tract 14; Forsyth County; North Carolina","49954","9404",
"1400000US37067001500","Census Tract 15; Forsyth County; North Carolina","44937","12327",
"1400000US37067001601","Census Tract 16.01; Forsyth County; North Carolina","52527","5225",
"1400000US37067001602","Census Tract 16.02; Forsyth County; North Carolina","18583","8474",
"1400000US37067001700","Census Tract 17; Forsyth County; North Carolina","43257","3752",
"1400000US37067001800","Census Tract 18; Forsyth County; North Carolina","53398","5649",
"1400000US37067001901","Census Tract 19.01; Forsyth County; North Carolina","38347","17679",
"1400000US37067001902","Census Tract 19.02; Forsyth County; North Carolina","68400","14516",
"1400000US37067002001","Census Tract 20.01; Forsyth County; North Carolina","43818","6912",
"1400000US37067002002","Census Tract 20.02; Forsyth County; North Carolina","40714","4687",
"1400000US37067002100","Census Tract 21; Forsyth County; North Carolina","82768","14079",
"1400000US37067002200","Census Tract 22; Forsyth County; North Carolina","79866","9030",
"1400000US37067002501","Census Tract 25.01; Forsyth County; North Carolina","138854","41393",
"1400000US37067002502","Census Tract 25.02; Forsyth County; North Carolina","171705","29516",
"1400000US37067002601","Census Tract 26.01; Forsyth County; North Carolina","112778","45955",
"1400000US37067002604","Census Tract 26.04; Forsyth County; North Carolina","101068","19005",
"1400000US37067002605","Census Tract 26.05; Forsyth County; North Carolina","63542","15654",
"1400000US37067002606","Census Tract 26.06; Forsyth County; North Carolina","80781","16331",
"1400000US37067002701","Census Tract 27.01; Forsyth County; North Carolina","53782","10130",
"1400000US37067002702","Census Tract 27.02; Forsyth County; North Carolina","30788","18653",
"1400000US37067002704","Census Tract 27.04; Forsyth County; North Carolina","34857","14411",
"1400000US37067002705","Census Tract 27.05; Forsyth County; North Carolina","35545","5582",
"1400000US37067002801","Census Tract 28.01; Forsyth County; North Carolina","88862","8204",
"1400000US37067002804","Census Tract 28.04; Forsyth County; North Carolina","50568","16318",
"1400000US37067002806","Census Tract 28.06; Forsyth County; North Carolina","47982","10808",
"1400000US37067002807","Census Tract 28.07; Forsyth County; North Carolina","71560","4124",
"1400000US37067002808","Census Tract 28.08; Forsyth County; North Carolina","60208","28872",
"1400000US37067002809","Census Tract 28.09; Forsyth County; North Carolina","84150","11583",
"1400000US37067002901","Census Tract 29.01; Forsyth County; North Carolina","55969","15791",
"1400000US37067002903","Census Tract 29.03; Forsyth County; North Carolina","61601","14907",
"1400000US37067002904","Census Tract 29.04; Forsyth County; North Carolina","48750","12794",
"1400000US37067003002","Census Tract 30.02; Forsyth County; North Carolina","70640","6792",
"1400000US37067003003","Census Tract 30.03; Forsyth County; North Carolina","87835","9798",
"1400000US37067003004","Census Tract 30.04; Forsyth County; North Carolina","82159","14451",
"1400000US37067003103","Census Tract 31.03; Forsyth County; North Carolina","101648","23924",
"1400000US37067003105","Census Tract 31.05; Forsyth County; North Carolina","77429","8955",
"1400000US37067003106","Census Tract 31.06; Forsyth County; North Carolina","83050","27737",
"1400000US37067003107","Census Tract 31.07; Forsyth County; North Carolina","86364","13741",
"1400000US37067003108","Census Tract 31.08; Forsyth County; North Carolina","53953","18575",
"1400000US37067003201","Census Tract 32.01; Forsyth County; North Carolina","77778","18547",
"1400000US37067003202","Census Tract 32.02; Forsyth County; North Carolina","48235","10288",
"1400000US37067003307","Census Tract 33.07; Forsyth County; North Carolina","68710","13117",
"1400000US37067003308","Census Tract 33.08; Forsyth County; North Carolina","103765","6950",
"1400000US37067003309","Census Tract 33.09; Forsyth County; North Carolina","57759","26296",
"1400000US37067003310","Census Tract 33.10; Forsyth County; North Carolina","74722","19615",
"1400000US37067003311","Census Tract 33.11; Forsyth County; North Carolina","80975","7135",
"1400000US37067003312","Census Tract 33.12; Forsyth County; North Carolina","72161","11092",
"1400000US37067003313","Census Tract 33.13; Forsyth County; North Carolina","65903","9677",
"1400000US37067003314","Census Tract 33.14; Forsyth County; North Carolina","83199","21333",
"1400000US37067003315","Census Tract 33.15; Forsyth County; North Carolina","60326","11790",
"1400000US37067003402","Census Tract 34.02; Forsyth County; North Carolina","76125","32350",
"1400000US37067003403","Census Tract 34.03; Forsyth County; North Carolina","45077","19065",
"1400000US37067003404","Census Tract 34.04; Forsyth County; North Carolina","33962","3999",
"1400000US37067003500","Census Tract 35; Forsyth County; North Carolina","52125","10744",
"1400000US37067003600","Census Tract 36; Forsyth County; North Carolina","74082","11471",
"1400000US37067003701","Census Tract 37.01; Forsyth County; North Carolina","42934","15785",
"1400000US37067003702","Census Tract 37.02; Forsyth County; North Carolina","60950","14894",
"1400000US37067003703","Census Tract 37.03; Forsyth County; North Carolina","74421","11018",
"1400000US37067003803","Census Tract 38.03; Forsyth County; North Carolina","67232","16824",
"1400000US37067003804","Census Tract 38.04; Forsyth County; North Carolina","57615","6984",
"1400000US37067003805","Census Tract 38.05; Forsyth County; North Carolina","58897","6988",
"1400000US37067003806","Census Tract 38.06; Forsyth County; North Carolina","65528","27137",
"1400000US37067003903","Census Tract 39.03; Forsyth County; North Carolina","44008","9732",
"1400000US37067003904","Census Tract 39.04; Forsyth County; North Carolina","73487","13926",
"1400000US37067003905","Census Tract 39.05; Forsyth County; North Carolina","50182","11816",
"1400000US37067003906","Census Tract 39.06; Forsyth County; North Carolina","140066","22005",
"1400000US37067003908","Census Tract 39.08; Forsyth County; North Carolina","146655","24313",
"1400000US37067003909","Census Tract 39.09; Forsyth County; North Carolina","99044","19973",
"1400000US37067004005","Census Tract 40.05; Forsyth County; North Carolina","94789","10071",
"1400000US37067004007","Census Tract 40.07; Forsyth County; North Carolina","115179","31801",
"1400000US37067004009","Census Tract 40.09; Forsyth County; North Carolina","110500","30744",
"1400000US37067004010","Census Tract 40.10; Forsyth County; North Carolina","136250","30531",
"1400000US37067004011","Census Tract 40.11; Forsyth County; North Carolina","82269","12042",
"1400000US37067004012","Census Tract 40.12; Forsyth County; North Carolina","70211","13120",
"1400000US37067004013","Census Tract 40.13; Forsyth County; North Carolina","86275","20864",
"1400000US37067004014","Census Tract 40.14; Forsyth County; North Carolina","72446","23777",
"1400000US37067004015","Census Tract 40.15; Forsyth County; North Carolina","101847","15492",
"1400000US37067004102","Census Tract 41.02; Forsyth County; North Carolina","59803","12696",
"1400000US37067004103","Census Tract 41.03; Forsyth County; North Carolina","111987","14031",
"1400000US37067004104","Census Tract 41.04; Forsyth County; North Carolina","110387","19660",
"1400000US37069060100","Census Tract 601; Franklin County; North Carolina","61319","13121",
"1400000US37069060200","Census Tract 602; Franklin County; North Carolina","54237","12870",
"1400000US37069060301","Census Tract 603.01; Franklin County; North Carolina","55297","10046",
"1400000US37069060302","Census Tract 603.02; Franklin County; North Carolina","56526","11019",
"1400000US37069060401","Census Tract 604.01; Franklin County; North Carolina","61316","14588",
"1400000US37069060403","Census Tract 604.03; Franklin County; North Carolina","52063","13006",
"1400000US37069060404","Census Tract 604.04; Franklin County; North Carolina","66404","16806",
"1400000US37069060501","Census Tract 605.01; Franklin County; North Carolina","85140","5568",
"1400000US37069060502","Census Tract 605.02; Franklin County; North Carolina","89013","22837",
"1400000US37069060601","Census Tract 606.01; Franklin County; North Carolina","94684","23089",
"1400000US37069060602","Census Tract 606.02; Franklin County; North Carolina","77962","7091",
"1400000US37069060701","Census Tract 607.01; Franklin County; North Carolina","47200","11292",
"1400000US37069060702","Census Tract 607.02; Franklin County; North Carolina","-","**",
"1400000US37069060703","Census Tract 607.03; Franklin County; North Carolina","83906","47339",
"1400000US37069060801","Census Tract 608.01; Franklin County; North Carolina","54219","14748",
"1400000US37069060802","Census Tract 608.02; Franklin County; North Carolina","72625","12094",
"1400000US37071030103","Census Tract 301.03; Gaston County; North Carolina","47604","18202",
"1400000US37071030104","Census Tract 301.04; Gaston County; North Carolina","112330","69158",
"1400000US37071030105","Census Tract 301.05; Gaston County; North Carolina","74963","13605",
"1400000US37071030106","Census Tract 301.06; Gaston County; North Carolina","120357","57507",
"1400000US37071030205","Census Tract 302.05; Gaston County; North Carolina","65678","14722",
"1400000US37071030206","Census Tract 302.06; Gaston County; North Carolina","97625","37632",
"1400000US37071030207","Census Tract 302.07; Gaston County; North Carolina","60764","32139",
"1400000US37071030208","Census Tract 302.08; Gaston County; North Carolina","118125","15362",
"1400000US37071030209","Census Tract 302.09; Gaston County; North Carolina","71306","16741",
"1400000US37071030301","Census Tract 303.01; Gaston County; North Carolina","71594","19418",
"1400000US37071030302","Census Tract 303.02; Gaston County; North Carolina","57963","14073",
"1400000US37071030401","Census Tract 304.01; Gaston County; North Carolina","70769","7959",
"1400000US37071030403","Census Tract 304.03; Gaston County; North Carolina","80789","30746",
"1400000US37071030404","Census Tract 304.04; Gaston County; North Carolina","73625","22251",
"1400000US37071030501","Census Tract 305.01; Gaston County; North Carolina","69924","15252",
"1400000US37071030503","Census Tract 305.03; Gaston County; North Carolina","43819","27772",
"1400000US37071030504","Census Tract 305.04; Gaston County; North Carolina","55417","30096",
"1400000US37071030601","Census Tract 306.01; Gaston County; North Carolina","54688","10737",
"1400000US37071030602","Census Tract 306.02; Gaston County; North Carolina","34286","21635",
"1400000US37071030700","Census Tract 307; Gaston County; North Carolina","72500","18072",
"1400000US37071030801","Census Tract 308.01; Gaston County; North Carolina","60221","28237",
"1400000US37071030802","Census Tract 308.02; Gaston County; North Carolina","43910","10822",
"1400000US37071030901","Census Tract 309.01; Gaston County; North Carolina","53477","9653",
"1400000US37071030902","Census Tract 309.02; Gaston County; North Carolina","55898","2469",
"1400000US37071031001","Census Tract 310.01; Gaston County; North Carolina","30500","27609",
"1400000US37071031004","Census Tract 310.04; Gaston County; North Carolina","42283","18816",
"1400000US37071031005","Census Tract 310.05; Gaston County; North Carolina","80000","16211",
"1400000US37071031006","Census Tract 310.06; Gaston County; North Carolina","94573","26564",
"1400000US37071031101","Census Tract 311.01; Gaston County; North Carolina","67315","45762",
"1400000US37071031102","Census Tract 311.02; Gaston County; North Carolina","55068","18835",
"1400000US37071031202","Census Tract 312.02; Gaston County; North Carolina","41492","9567",
"1400000US37071031203","Census Tract 312.03; Gaston County; North Carolina","100637","15936",
"1400000US37071031204","Census Tract 312.04; Gaston County; North Carolina","73370","19415",
"1400000US37071031301","Census Tract 313.01; Gaston County; North Carolina","72472","17565",
"1400000US37071031303","Census Tract 313.03; Gaston County; North Carolina","51338","19454",
"1400000US37071031304","Census Tract 313.04; Gaston County; North Carolina","47026","21126",
"1400000US37071031401","Census Tract 314.01; Gaston County; North Carolina","59583","15522",
"1400000US37071031402","Census Tract 314.02; Gaston County; North Carolina","65458","7528",
"1400000US37071031500","Census Tract 315; Gaston County; North Carolina","29254","15764",
"1400000US37071031600","Census Tract 316; Gaston County; North Carolina","47190","8774",
"1400000US37071031703","Census Tract 317.03; Gaston County; North Carolina","65489","12154",
"1400000US37071031704","Census Tract 317.04; Gaston County; North Carolina","75745","7448",
"1400000US37071031705","Census Tract 317.05; Gaston County; North Carolina","76042","30800",
"1400000US37071031706","Census Tract 317.06; Gaston County; North Carolina","40625","22695",
"1400000US37071031800","Census Tract 318; Gaston County; North Carolina","43623","14657",
"1400000US37071031901","Census Tract 319.01; Gaston County; North Carolina","39135","12552",
"1400000US37071031902","Census Tract 319.02; Gaston County; North Carolina","37838","12380",
"1400000US37071032000","Census Tract 320; Gaston County; North Carolina","46506","8950",
"1400000US37071032100","Census Tract 321; Gaston County; North Carolina","36211","18170",
"1400000US37071032201","Census Tract 322.01; Gaston County; North Carolina","53811","12728",
"1400000US37071032202","Census Tract 322.02; Gaston County; North Carolina","69139","9183",
"1400000US37071032301","Census Tract 323.01; Gaston County; North Carolina","75802","6827",
"1400000US37071032302","Census Tract 323.02; Gaston County; North Carolina","49886","13957",
"1400000US37071032403","Census Tract 324.03; Gaston County; North Carolina","85966","23854",
"1400000US37071032404","Census Tract 324.04; Gaston County; North Carolina","102604","45959",
"1400000US37071032405","Census Tract 324.05; Gaston County; North Carolina","133185","15804",
"1400000US37071032406","Census Tract 324.06; Gaston County; North Carolina","116060","16143",
"1400000US37071032505","Census Tract 325.05; Gaston County; North Carolina","64630","9328",
"1400000US37071032506","Census Tract 325.06; Gaston County; North Carolina","65991","13881",
"1400000US37071032507","Census Tract 325.07; Gaston County; North Carolina","104891","24115",
"1400000US37071032508","Census Tract 325.08; Gaston County; North Carolina","102216","10449",
"1400000US37071032509","Census Tract 325.09; Gaston County; North Carolina","126350","28573",
"1400000US37071032510","Census Tract 325.10; Gaston County; North Carolina","122955","15934",
"1400000US37071032600","Census Tract 326; Gaston County; North Carolina","95688","14298",
"1400000US37071032702","Census Tract 327.02; Gaston County; North Carolina","66379","10978",
"1400000US37071032703","Census Tract 327.03; Gaston County; North Carolina","53333","18353",
"1400000US37071032704","Census Tract 327.04; Gaston County; North Carolina","56689","7887",
"1400000US37071032801","Census Tract 328.01; Gaston County; North Carolina","39543","11717",
"1400000US37071032802","Census Tract 328.02; Gaston County; North Carolina","32656","10693",
"1400000US37071032900","Census Tract 329; Gaston County; North Carolina","56719","22543",
"1400000US37071033100","Census Tract 331; Gaston County; North Carolina","46981","15211",
